title,genre,director,country,year,Rate IMDb
Афера Цеплиса,драма,Роланд Калныньш,СССР,1972,7.4
Афера Томаса Крауна,"детектив 
 мелодрама",Джон Мактирнан,США,1999,6.8
Афера Томаса Крауна,детективный фильм,Норман Джуисон,США,1968  и  26 июня   1968 [1],6.9
Афера Стивена Гласса,драма,Билли Рэй,США,2003,7.1
Афула Экспресс,комедийная драма,Julie Shles [d] [1],Израиль,1997,6.7
Афтершок,триллер фильм ужасов,Николас Лопес,США   Чили,2013,4.8
Афросамурай: Воскрешение,"фантастика ,  драма ,  боевик ,  самурайский боевик",Фумитомо Кидзаки,Япония,2009,7.1
Аэропорт-79: «Конкорд»,фильм-катастрофа боевик драма триллер,Дэвид Лоуэлл Рич,США,1979,4.4
Аэропорт со служебного входа,производственная драма,Борис Яшин,СССР,1986,6.7
Аэропорт 1975,фильм-катастрофа   драма,Джек Смайт,США,1974,5.7
Аэропорт 77,фильм-катастрофа,Джерри Джеймсон,США,1977,5.8
Аэропорт,трагикомедийный   триллер,Джордж Ситон,США,1970,6.6
Бабник,комедия,Анатолий Эйрамджан,СССР,1990,5.2
Бабло,Комедия Криминал,Константин Буслов,Россия,2011,6.4
Бабушка,драма,Антонин Москалик [d],Чехословакия,1971,7.2
Бабушка,драма,Франтишек Чап,Протекторат Богемии и Моравии,1940,6.9
Бабуся,драма,Лидия Боброва,Россия,2003,7.4
Бабочки-убийцы,боевик фильм ужасов мистика,Цуй Харк,Гонконг,1979,6.4
Бабочки свободны,"комедия 
 драма",Милтон Кацелас [en],США,1972,7.2
Багровый коготь,детектив,Рой Уильям Нил,США,"1944 ,  18 мая   1944 [1]  и  26 мая   1944 [1]",7.2
Багровые реки 2: Ангелы апокалипсиса,триллер,Оливье Даан,Франция   Великобритания   Италия,2004  и  8 апреля   2004 [3],5.9
Багровые реки,"триллер ,  остросюжетная драма ,  фильм ужасов",Матьё Кассовиц,Франция,2000,6.9
Байкеры,боевик комедия,Санджай Гадхви,Индия,2004,6.6
Байкеры,мелодрама боевик,Реджи Рок Байтвуд,США,2003,4.6
Байкеры,боевик,Мишель Жетте,Канада,2000,7.0
Байкерши в городе зомби,чёрная комедия,Дэн Хоскинс,США,1989,4.1
Байкер-убийца,боевик,Том Каллоуэй,США,1999,3.4
Балбесы,"приключенческий фильм 
 комедия",Ричард Доннер,США,1985,7.7
Баламут,комедия,Владимир Роговой,СССР,1978,6.8
Балалайка,драма,Али Озгентюрк,Турция,2000,6.3
