title,genre,director,country,year,Rate IMDb
Архангел,Мелодрама Авангардный фильм Сюрреалистический фильм Артхаус,Гай Мэддин,Канада,1990,6.3
Артур. Идеальный миллионер,комедия мелодрама,Джейсон Уайнер,США,2011,5.7
"Артур Ньюман, профессионал гольфа",комедийная драма  и  комедийный фильм [5],Данте Ариола,США,10 сентября   2012 [3]  и  26 сентября   2013 [4],5.6
Артур и минипуты,Мультфильм   Фэнтези   Приключения   Семейный Кинокомедия,Люк Бессон,Франция   США,2006,6.0
Ассоциация злоумышленников,приключенческий фильм комедия триллер,Клод Зиди,Франция,1987,6.4
Ассоль,мелодрама,Борис Степанцев,СССР,1982,6.3
Ассистентка,психологическая драма,Дени Деркур,Франция,2006,7.0
Асы в небе,драма,Джек Голд,Великобритания     Франция,1976,6.5
Асфальтовые джунгли,нуарный   фильм-ограбление,Джон Хьюстон,США,1950,7.8
Асфальт,драматический фильм  и  немое кино,Джоэ Май,Германия,1929,7.4
Астронавт,фантастика,Юхан Ренк,США,2024  и  1 марта   2024 [1],
Астролог,романтика драма фантастика,Крейг Денни,США,1976,4.8
Атаман Кодр,драма киноповесть,Михаил Калик Борис Рыцарев Ольга Улицкая,СССР,1958,6.1
Аталия,трагедия,Мишель Карре Альбер Капеллани,Франция,1910,
Аталанта,мелодрама,Жан Виго,Франция,1934,7.7
Атакующая группа «Зет»,боевик,Тим Бёрсталл [en],Австралия,1982,5.4
Атаки 26/11,триллер докудрама криминальный исторический,Рам Гопал Варма [1],Индия,2013,6.9
Атака титанов,фантастика драма,Синдзи Хигути,Япония,2015,5.0
Атака пауков,ужасы чёрная комедия,Эллори Элкайем,США   Австралия   Германия,2002  и  15 августа   2002 [1],5.5
Атака на Пёрл-Харбор,"военный ,  драма ,  биография",Идзуру Нарусима,Япония,2011,6.7
Атака мертвецов: Осовец,военный,Василий Чигинский,Россия   Белоруссия,2018,7.8
Атака лёгкой кавалерии,"исторический фильм ,  военный фильм [1]  и  драматический фильм",Тони Ричардсон,Великобритания,1968,6.6
Атака лёгкой кавалерии,мелодрама,Майкл Кёртис,США,1936,7.0
Атака лёгкой кавалерии,драматический фильм,Джеймс Сирл-Доули,США,1912,6.2
Атака куриных зомби,"комедия ,  хоррор ,  мюзикл",Ллойд Кауфман,США,2006,6.0
Атака крабов-монстров,ужасы,Роджер Корман,США,1956,4.9
