title,genre,director,country,year,Rate IMDb
БайБайМэн,фильм ужасов о сверхъестественном,Стэйси Тайтл,США,2017,4.3
Бай и батрак,,,,,
База,боевик драма,Марк Лестер,США,1999,4.6
Бадья крови,комедия триллер,Роджер Корман,США,1959,6.7
База «Клейтон»,боевик  /  триллер,Джон Мактирнан,США,2003,6.4
Балканский рубеж,военно - драматический боевик,Андрей Волгин,Россия   Сербия,2019,6.6
Бальная записная книжка,драма,Жюльен Дювивье,Франция,1937,7.4
Бальное платье,Романтическая мелодрама,Маргарита Касымова    Ирина Волох,Белоруссия,2003,4.4
Банкир,"драма ,  биография",Джордж Нолфи,США,2020,7.3
Баджирао и Мастани,"биографический фильм ,  драматический фильм ,  боевик ,  романтический фильм  и  исторический фильм",Санджай Лила Бхансали,Индия,2015,7.2
Банкир,триллер,Уильям Уэбб,США,1989,4.9
Банк,триллер драма,Роберт Коннолли,Австралия   Италия,2001,6.5
Барак,драма  /  мелодрама,Валерий Огородников,Россия       Германия,1999,6.4
Барселона,комедия,Уайт Стиллмэн,США,1994,7.0
Бахубали: Рождение легенды,фэнтези  /  боевик,С. С. Раджамаули     (англ.)  ( рус.,Индия [3],2017,8.2
Баскетболистка № 5,драма  /  мелодрама,Се Цзинь,Китай,1957,6.3
Баскетбол в стиле Кунг-фу,Комедия Спорт,Чу Иньпинь,Китай   Гонконг   Китайская Республика,2008,4.8
"Беги, Лола, беги",триллер,Том Тыквер,Германия,1998,7.7
"Беги, сука, беги",триллер,Джозеф Гузман,США,2009,4.1
Беги,триллер драма боевик,Джофф Барроус,США,1991,6.2
Барри Линдон,драма,Стэнли Кубрик,Великобритания     США,1975,8.1
"Беги, толстяк, беги",комедия,Дэвид Швиммер,Великобритания,2007,6.5
"Бегемот, морской монстр",научная фантастика триллер   ужасы,Эжен Лурье Дуглас Хикокс,Великобритания   США,1959,5.7
"Беги, если сможешь!",драма,Дитрих Брюггеманн,Германия,2010,7.2
Беги без оглядки,боевик драма криминальный фильм,Уэйн Крэймер,США   Германия,2006,7.3
База мёртвых людей,"драма, экранизация",Чеслав Петельский,ПНР,1958,7.4
Бег по солнечной стороне,драма,Олег Кавун,Россия,1992,6.8
Бег иноходца,мелодрама,Сергей Урусевский,СССР,1968,7.3
Бег от смерти,"боевик, драма, криминал",Виктор Дерюгин,Белоруссия,1996,3.8
Бег на месте,драма,Сидни Люмет,США,1988,7.6
Бег зайца через поля,гангстерский фильм драма,Рене Клеман,Франция,1972,6.8
Беатриче Ченчи,драматический фильм,Риккардо Фреда [1],Италия   Франция,1956,6.5
Башня ужаса,фильм ужасов триллер комедия,Ди Джей Макхейл,США,,6.2
Беатрис на ужине,"комедия, драма",Мигель Артета,США Канада,2017,6.0
Бег,кинороман,Александр Алов Владимир Наумов,СССР,1970,7.8
Башня смерти,фильм о боевых искусствах,Ын Сиюнь,Гонконг,1981,5.1
